Stock,Company_Name,Sector,Industry,Market_Cap_Cr,Cap_Class,Monthly_Pattern,Monthly_Pattern_Status,Monthly_Pattern_Quality,Monthly_Pattern_Duration_Mo,Monthly_Pattern_Details,Converging_Signals,Weekly_Trend,Weekly_Above_40MA,Weekly_Volume_Expanding,Daily_Setup,Daily_Above_50MA,Sector_Trend,Sector_Stage2_Age_Mo,Index_Regime,Nifty_Monthly_Trend,CMP,Breakout_Zone,Pattern_Bottom,Stop_Loss,Target_1yr,Target_2yr,Target_3yr,Fair_Value_Estimate,Upside_Potential_Pct,Expected_CAGR_2yr_Pct,PE_Ratio,Forward_PE,PB_Ratio,PEG_Ratio,EV_EBITDA,Dividend_Yield_Pct,Dividend_Growth_3yr_Pct,Analyst_Target,Analyst_Count,Analyst_Recommendation,ROE_Pct,ROCE_Pct,ROCE_Trend,Operating_Margin_Pct,OPM_Trend,Net_Margin_Pct,Return_on_Assets_Pct,Revenue_Growth_TTM_Pct,Revenue_Growth_3yr_CAGR,Revenue_Growth_5yr_CAGR,Profit_Growth_TTM_Pct,Profit_Growth_3yr_CAGR,Profit_Growth_5yr_CAGR,EPS_Growth_Quarterly_Pct,EPS_Consistency_Score,EPS_Consistency_Desc,Debt_to_Equity,DE_Trend,Current_Ratio,Interest_Coverage,Free_Cashflow_Cr,FCF_Yield_Pct,Promoter_Holding_Pct,Promoter_Change_QoQ,Promoter_Pledge_Pct,FII_Holding_Pct,FII_Change_QoQ,DII_Holding_Pct,DII_Change_QoQ,52wk_High,52wk_Low,Dist_From_52wk_High_Pct,Dist_From_52wk_Low_Pct,RS_vs_Nifty_1yr_Pct,RS_vs_Nifty_3yr_Pct,Monthly_Vol_Surge,Beta,Piotroski_F_Score,Fundamental_Score_40,Technical_Score_30,Valuation_Score_20,Momentum_Score_10,Overall_Score_100,Rating_Grade,Why_Buy,Key_Risks,Investment_Horizon,Risk_Level,Data_Sources,Data_Quality_Pct,Monthly_Bars,Next_Earnings,Scan_Date,First_Seen_Date,Days_On_Watchlist,Price_Change_Since_First_Pct,Times_Scanned,Score_vs_First
SKYGOLD,Sky Gold and Diamonds Limited,Consumer Cyclical,Luxury Goods,9662.0,Mid-Cap,MonthlyDoubleBottom,Forming,0.372,13,Sep 13mo | Mid rally 40% | Asymmetry 2%,,Uptrend,True,True,Uptrend,True,Stage2,3,Uptrend,Uptrend,638.9,402.85,285.0,543.06,2722.66,4253.49,16442.97,6690.93,565.8,158.0,34.6,20.38,8.06,0.24,23.73,0.0,,597.33,3,strong_buy,29.2,27.0,3.3,7.0,1.1,4.37,14.83,77.42,76.03,,112.03,145.75,,120.8,0.4,lumpy earner,0.72,,1.89,,137.76,1.43,51.74,0.0,,1.2,0.42,13.14,1.48,638.0,246.05,-0.1,159.7,122.82,2124.37,0.6,0.15,5,40.0,17.96,10.0,10.0,78.0,BUY ⭐⭐⭐⭐,Expected ~158% CAGR (2yr) | Revenue CAGR 76% | Profit CAGR 146% | ROE 29% | ROCE 27% | ROCE trend rising ↑,Pattern still forming (not broken out),2-3 years,Medium,"yfinance, screener.in",100,43,,2026-07-15,2026-06-01,44,39.4,6,-5.0
NATCOPHARM,NATCO Pharma Limited,Healthcare,Drug Manufacturers - Specialty & Generic,17626.0,Mid-Cap,MonthlyStage2,Stage Change,1.0,24,10-EMA=985 | 30-EMA=956 | Above by 18.3% | MA turning=Yes,MonthlyCupHandle+MonthlyDoubleBottom+MonthlyStage2,Uptrend,True,False,Uptrend,True,Stage2,6,Uptrend,Uptrend,1130.9,956.11,764.93,961.27,5469.62,4531.71,8634.02,6872.03,300.7,100.2,12.42,21.49,1.91,0.48,11.28,68.0,-45.95,1021.22,9,hold,16.9,17.1,3.4,35.0,4.06,34.78,7.8,-7.95,14.64,14.72,-24.69,25.64,26.26,-34.1,0.15,highly inconsistent earnings,0.08,,3.01,,820.65,4.66,49.41,0.0,,16.99,-0.38,5.63,0.17,1226.8,789.0,7.8,43.3,30.47,43.98,0.36,0.2,7,32.0,26.5,12.0,7.0,77.5,BUY ⭐⭐⭐⭐,Expected ~100% CAGR (2yr) | Profit CAGR 26% | ROCE trend rising ↑ | Nearly debt-free | OPM 35% | FCF yield 4.7%,Earnings due 2026-08-12,1-3 years,Low-Medium,"yfinance, screener.in",100,365,2026-08-12,2026-07-15,2026-06-01,44,0.0,6,-1.0
TIPSMUSIC,Tips Music Limited,Communication Services,Entertainment,9096.0,Mid-Cap,MonthlyStage2,Stage Change,1.0,24,10-EMA=607 | 30-EMA=547 | Above by 21.2% | MA turning=Yes,MonthlyCupHandle+MonthlyStage2,Sideways-Above-MA,True,False,Uptrend,True,Downtrend,0,Uptrend,Uptrend,663.1,546.9,493.7,563.63,915.87,1371.72,3429.22,1772.2,106.9,43.8,42.03,30.54,34.99,0.45,32.43,225.0,12.62,771.0,3,strong_buy,92.33,,,73.42,,57.72,48.7,32.4,,,93.5,,,92.9,0.5,insufficient history,0.02,,3.12,,174.48,1.92,64.15,0.0,,7.99,0.51,5.36,0.42,726.75,481.15,8.8,37.8,17.66,89.05,0.49,0.28,5,40.0,22.5,9.0,6.0,77.5,BUY ⭐⭐⭐⭐,Expected ~44% CAGR (2yr) | Revenue CAGR 32% | Profit CAGR 94% | ROE 92% | Nearly debt-free | Promoter 64% holding,None identified,1-3 years,Low-Medium,"yfinance, screener.in",70,289,,2026-07-15,2026-06-01,44,1.8,6,-1.0
RRKABEL,R R Kabel Limited,Industrials,Electrical Equipment & Parts,25174.0,Mid-Cap,MonthlyStage2,Breaking Out,1.0,24,10-EMA=1502 | 30-EMA=1429 | Above by 34.3% | MA turning=Yes,,Uptrend,True,False,Tight-Above-MAs,True,Stage2,4,Uptrend,Uptrend,1918.9,1428.79,885.37,1631.07,1859.12,2374.29,3505.7,2552.95,23.7,11.2,51.02,32.51,9.78,1.37,33.05,50.0,22.39,2106.31,13,strong_buy,21.3,28.1,2.2,8.0,-0.2,5.06,10.62,27.62,20.19,28.98,57.69,37.32,29.52,30.1,0.15,highly inconsistent earnings,0.13,,1.65,,-191.82,-0.76,61.65,0.0,,9.1,0.7,13.33,-0.61,2549.0,1165.0,24.7,64.7,50.79,,2.07,1.45,5,35.0,30.0,4.0,8.0,77.0,BUY ⭐⭐⭐⭐,Expected ~11% CAGR (2yr) | Revenue CAGR 20% | Profit CAGR 37% | ROE 21% | ROCE 28% | ROCE trend rising ↑,High PE 51,1-3 years,Low-Medium,"yfinance, screener.in",100,33,,2026-07-15,2026-06-01,44,0.0,6,-2.0
ZYDUSLIFE,Zydus Lifesciences Limited,Healthcare,Drug Manufacturers - Specialty & Generic,114793.0,Large-Cap,MonthlyDoubleBottom,Forming,1.0,8,Sep 8mo | Mid rally 1741% | Asymmetry 1%,MonthlyCupHandle+MonthlyDoubleBottom,Uptrend,True,False,Uptrend,True,Stage2,6,Uptrend,Uptrend,1155.0,64.09,3.47,981.75,3548.9,3307.84,6448.73,4783.92,186.4,69.2,22.99,24.41,4.27,0.66,17.02,9.0,63.86,1093.71,31,hold,21.2,21.2,2.14,31.0,2.14,18.57,8.07,16.81,16.35,12.45,9.65,34.8,18.59,8.7,0.15,highly inconsistent earnings,0.42,,1.27,,1331.01,1.16,75.02,0.02,,6.89,-0.06,11.27,0.07,1181.5,835.5,2.2,38.2,18.63,61.4,0.58,0.4,6,37.0,25.0,9.0,6.0,77.0,BUY ⭐⭐⭐⭐,Expected ~69% CAGR (2yr) | Revenue CAGR 16% | Profit CAGR 35% | ROE 21% | ROCE 21% | ROCE trend rising ↑,Earnings due 2026-08-12 | Pattern still forming (not broken out),2-3 years,Medium,"yfinance, screener.in",100,316,2026-08-12,2026-07-15,2026-06-01,44,13.4,6,0.0
ABB,ABB India Limited,Industrials,Specialty Industrial Machinery,144861.0,Large-Cap,MonthlyStage2,Stage Change,1.0,24,10-EMA=6415 | 30-EMA=5825 | Above by 17.4% | MA turning=Yes,MonthlyCupHandle+MonthlyDoubleBottom+MonthlyStage2,Uptrend,True,False,Tight-Above-MAs,True,Stage2,4,Uptrend,Uptrend,6836.0,5825.16,4876.16,5810.6,7278.45,14613.32,55601.16,20116.92,113.8,46.2,93.45,67.68,18.49,0.53,74.09,58.0,39.08,6357.93,27,underperform,22.4,29.9,20.0,14.0,2.8,22.26,,-0.83,19.84,,78.48,176.39,,275.8,0.15,highly inconsistent earnings,0.01,,,,,,75.0,0.0,,8.19,0.55,9.28,0.13,7822.5,4637.5,12.6,47.4,38.47,33.17,0.25,0.52,3,35.0,28.5,5.0,8.0,76.5,BUY ⭐⭐⭐⭐,Expected ~46% CAGR (2yr) | Revenue CAGR 20% | Profit CAGR 176% | ROE 22% | ROCE 30% | ROCE trend rising ↑,High PE 93 | Earnings due 2026-07-30,1-3 years,Low-Medium,"yfinance, screener.in",80,289,2026-07-30,2026-07-15,2026-06-01,44,8.0,6,6.1
ASHIANA,Ashiana Housing Limited,Real Estate,Real Estate - Development,3766.0,Small-Cap,MonthlyStage2,Stage Change,1.0,24,10-EMA=340 | 30-EMA=306 | Above by 22.6% | MA turning=Yes,MonthlyCupHandle+MonthlyDoubleBottom+MonthlyStage2,Uptrend,True,False,Tight-Above-MAs,True,Stage2,3,Uptrend,Uptrend,374.65,305.69,263.99,318.45,697.23,1126.23,1819.2,1126.23,200.6,73.4,31.25,21.78,4.16,0.51,22.67,67.0,25.99,,0,none,14.5,14.4,2.54,11.0,2.26,10.31,1.87,116.07,40.74,36.41,555.56,61.53,53.16,3.2,0.15,highly inconsistent earnings,0.38,,1.33,,442.37,11.75,61.11,0.0,,8.29,0.39,8.07,0.01,406.0,269.45,7.7,39.0,22.33,58.48,0.25,0.28,5,36.0,28.5,6.0,6.0,76.5,BUY ⭐⭐⭐⭐,Expected ~73% CAGR (2yr) | Revenue CAGR 41% | Profit CAGR 62% | ROCE trend rising ↑ | Promoter 61% holding | FCF yield 11.7%,None identified,2-3 years,Medium,"yfinance, screener.in",100,182,,2026-07-15,2026-06-01,44,2.8,6,-2.0
FILATEX,Filatex India Limited,Consumer Cyclical,Textile Manufacturing,2764.0,Small-Cap,MonthlyStage2,Stage Change,1.0,24,10-EMA=51 | 30-EMA=51 | Above by 23.0% | MA turning=Yes,MonthlyDoubleBottom+MonthlyStage2,Uptrend,True,True,Uptrend,True,Stage2,3,Uptrend,Uptrend,62.25,50.63,36.9,52.91,344.45,499.52,724.4,499.52,702.4,183.3,15.07,4.68,2.87,0.33,4.76,62.0,35.72,,0,none,12.9,16.9,1.2,8.0,-0.11,4.33,,-2.14,29.23,26.63,36.57,45.02,47.74,16.6,1.0,steady compounder (low CV),0.1,,,,,,65.47,0.09,,4.22,-0.29,2.78,0.4,66.1,36.26,5.8,71.7,21.56,7.33,1.19,0.04,2,32.0,26.5,12.0,6.0,76.5,BUY ⭐⭐⭐⭐,Expected ~183% CAGR (2yr) | Revenue CAGR 29% | Profit CAGR 45% | ROCE trend rising ↑ | Low D/E 0.10 | Promoter 65% holding,None identified,1-3 years,Low-Medium,"yfinance, screener.in",80,180,,2026-07-15,2026-06-01,44,46.9,6,13.0
SEAMECLTD,Seamec Limited,Industrials,Marine Shipping,3635.0,Small-Cap,MonthlyStage2,Stage Change,1.0,24,10-EMA=1347 | 30-EMA=1166 | Above by 25.2% | MA turning=Yes,MonthlyCupHandle+MonthlyDoubleBottom+MonthlyStage2,Sideways-Above-MA,True,False,Constructive,False,Stage2,4,Uptrend,Uptrend,1460.1,1166.39,796.15,1241.08,7131.45,13941.27,27253.78,13941.27,854.8,209.0,14.41,,2.78,0.15,9.48,0.0,0.0,,0,none,21.8,20.0,2.03,42.0,2.06,26.39,9.36,46.01,29.63,29.94,188.64,95.49,20.74,140.8,0.15,highly inconsistent earnings,0.27,,1.89,,-201.82,-5.55,72.72,0.0,,3.73,0.37,4.49,0.41,1709.2,752.55,14.6,94.0,48.67,103.79,0.23,0.11,6,35.0,22.5,12.0,7.0,76.5,BUY ⭐⭐⭐⭐,Expected ~209% CAGR (2yr) | Revenue CAGR 30% | Profit CAGR 95% | ROE 22% | ROCE trend rising ↑ | Low D/E 0.27,None identified,1-3 years,Low-Medium,"yfinance, screener.in",100,289,,2026-07-15,2026-06-01,44,-6.5,6,-6.5
WABAG,VA Tech Wabag Limited,Industrials,Engineering & Construction,13864.0,Mid-Cap,MonthlyStage2,Stage Change,1.0,24,10-EMA=1607 | 30-EMA=1330 | Above by 61.3% | MA turning=Yes,MonthlyDoubleBottom+MonthlyStage2,Uptrend,True,False,Tight-Above-MAs,True,Stage2,4,Uptrend,Uptrend,2144.6,1329.89,1077.7,1822.91,7775.49,15831.97,81020.51,25099.29,638.2,171.7,32.05,25.15,4.89,0.14,24.59,23.0,100.0,1931.0,7,strong_buy,15.9,21.3,1.74,12.0,1.06,9.39,5.17,19.73,10.04,6.83,25.42,222.8,29.65,28.9,0.15,highly inconsistent earnings,0.09,,1.71,,140.94,1.02,19.09,-0.01,,16.6,-2.37,5.77,1.45,2248.0,1033.0,4.6,107.6,48.39,308.99,1.38,0.74,7,30.0,28.5,8.0,10.0,76.5,BUY ⭐⭐⭐⭐,Expected ~172% CAGR (2yr) | Profit CAGR 223% | ROCE 21% | ROCE trend rising ↑ | Nearly debt-free | Piotroski F=7 (high quality compounder),None identified,1-3 years,Low-Medium,"yfinance, screener.in",100,190,,2026-07-15,2026-06-01,44,54.2,6,4.3
